Date,Open,High,Low,Close,Volume
2010-09-28,29.306182861328125,29.65250498903197,29.055394521061594,29.377836238967006,3560160
2010-09-29,29.043445587158203,29.445500719485718,28.904120453300195,29.369865773794167,3316268
2010-09-30,28.888198852539062,29.298214143696942,28.76479701770212,28.904122159785818,3057964
2010-10-01,29.131027221679688,29.48531249551144,28.669260371211852,28.979760341557803,5065594
2010-10-04,28.800622940063477,29.194714934358313,28.780721083275893,29.15490818372274,2901017
2010-10-05,29.246469497680664,29.34598790319227,28.820530843573415,28.947914281145845,3156662
2010-10-06,29.127042770385742,29.477349460303174,28.97577590514162,29.29025439401734,4347979
2010-10-07,29.13898468017578,29.4216195930273,28.9638343711446,29.210638045662296,3451360
2010-10-08,29.24248504638672,29.42559853014235,29.123064793708046,29.36986847148022,3761333
2010-10-11,29.342002868652344,29.46540470512651,29.24248447483502,29.36986789743878,2165009
2010-10-12,29.676389694213867,29.799791545005153,29.12306760335778,29.302199518187756,4365216
2010-10-13,30.209800720214844,30.281454078927084,29.748036992893805,29.831632071881405,4584080
2010-10-14,30.321264266967773,30.635742763838962,30.038632385818833,30.25359248635333,3828538
2010-10-15,30.380977630615234,30.64768621898884,30.225729166513545,30.45263100151298,5199704
2010-10-18,30.046598434448242,30.21378862740342,29.947080028585294,30.098346912155115,3243444
2010-10-19,29.732118606567383,29.93513395896129,29.664443785375486,29.93513395896129,3457280
2010-10-20,29.66842269897461,29.903287684647335,29.584827613685768,29.720174206815546,3400580
2010-10-21,30.014753341674805,30.110290165783475,29.541044733823647,29.55298645720462,3605562
2010-10-22,30.28544044494629,30.333207333587225,29.9271735948364,30.09038219279389,2986195
2010-10-25,30.39291763305664,30.556129260833757,30.273497379691843,30.548166088373176,2570955
2010-10-26,30.492429733276367,30.6038898282266,30.106297949298916,30.460583124130643,4148981
2010-10-27,29.640567779541016,29.95504637167775,29.258417386289896,29.457454239257856,9694747
2010-10-28,29.525117874145508,29.903289612424533,29.4255994751869,29.66444302527546,4668355
2010-10-29,29.83163070678711,29.9828975517865,29.33801735288603,29.33801735288603,4101781
2010-11-01,29.616674423217773,29.89134312324397,29.481327829196747,29.89134312324397,3157431
2010-11-02,29.763959884643555,29.883383172040723,29.549002826625227,29.57686785540985,2292435
2010-11-03,29.40172004699707,29.85552376526421,29.349971565812545,29.807753833897852,3063832
2010-11-04,29.51715660095215,29.81571178632174,29.409675033465277,29.616674996075346,4276628
2010-11-05,29.704252243041992,29.89532586461266,29.525117306126475,29.656482319119096,3331768
2010-11-08,29.680368423461914,29.74406166106935,29.505218094162924,29.55298498530777,2040293
2010-11-09,29.76793670654297,29.95105015740118,29.620651450993904,29.712206657893073,2096667
2010-11-10,29.489294052124023,29.767944367081896,29.26637076309707,29.728137613096578,3687571
2010-11-11,29.40172004699707,29.525121906700665,29.270355013535283,29.377836599844354,3059818
2010-11-12,29.250446319580078,29.409673312813087,29.099176424124412,29.234523012844736,2655312
2010-11-15,29.214618682861328,29.334041967146508,28.98771687236771,29.11510029164377,2466503
2010-11-16,28.820524215698242,29.123060949255954,28.740907687361993,29.09917447222507,2883728
2010-11-17,28.86431121826172,28.959848010807203,28.780716145151935,28.860329632763193,1998295
2010-11-18,29.19074058532715,29.28627740801085,28.96781728298406,29.154912378657738,3202827
2010-11-19,29.095197677612305,29.28627434002363,28.999660864936896,29.08325595566044,3614858
2010-11-22,28.868297576904297,29.25841106068683,28.78072393166316,29.25841106068683,2700002
2010-11-23,28.820524215698242,29.146944389226817,28.752852444407445,28.868291095639975,3992493
2010-11-24,28.533912658691406,28.60158443441924,28.36672249381315,28.42245254877257,7491050
2010-11-25,28.868297576904297,28.94393253653965,28.59760739390803,28.78470248117819,3079082
2010-11-26,29.063350677490234,29.202675812298306,28.748872209174785,28.800620677229166,3368887
2010-11-29,28.585657119750977,29.12703732378789,28.51002521980185,28.97975207221447,3797888
2010-11-30,28.613527297973633,28.955870813288644,28.565760412992226,28.724990449404377,3739470
2010-12-01,28.84839630126953,28.920049675777502,28.553822666985972,28.72499444847387,3968047
2010-12-02,28.90013885498047,28.94790877387979,28.482163453586907,28.8603321077611,3505990
2010-12-03,29.19074058532715,29.397737540651978,28.748878604456376,28.8603387370975,3904206
2010-12-06,29.150930404663086,29.353945749385545,28.908105271193023,29.079277036802075,2569506
2010-12-07,29.457443237304688,29.68832662941045,29.23452301709787,29.23452301709787,2994911
2010-12-08,29.19074058532715,29.560949189919935,29.099182312337174,29.445507470524245,3166752
2010-12-09,29.318119049072266,29.393750962200038,29.071312342236602,29.25044727104098,2485831
2010-12-10,29.377832412719727,29.497252668523654,29.234525676106614,29.45744591658901,1957072
2010-12-13,29.564922332763672,29.64852045401688,29.36190700132097,29.57288550481649,1933946
2010-12-14,29.724153518676758,29.879401972063242,29.413656611903786,29.44152164104853,2559502
2010-12-15,29.6962890625,29.71221237047,29.40967559316099,29.676387205332848,2541883
2010-12-16,29.77590560913086,29.84357739022341,29.56890564253423,29.73211727146851,2755301
2010-12-17,30.249610900878906,30.345150748048027,30.054555694431045,30.197862428124292,9078964
2010-12-20,30.01076889038086,30.28941919954312,29.875425322233646,30.253594032819652,3070636
2010-12-21,30.476511001586914,30.667587648071777,30.08241902472095,30.15407238752024,3397412
2010-12-22,30.42874526977539,30.667588809128745,30.361070453359297,30.651665501563805,1780322
2010-12-23,30.5441837310791,30.647680663679594,30.43670217568467,30.611855503254823,1206471
2010-12-27,30.492429733276367,30.65165974194519,30.166009582182202,30.611852999042934,1018812
2010-12-28,30.556123733520508,30.73525559969466,30.492430513599103,30.492430513599103,863728
2010-12-29,30.568071365356445,30.69545479277741,30.464571381495514,30.619819838756676,1094616
2010-12-30,30.33320426940918,30.643704199512268,30.06649571123755,30.56806925072379,1419545
2011-01-03,30.42477035522461,30.63973049889764,30.209810211551577,30.3770004220547,1729328
2011-01-04,30.40485954284668,30.651666260624644,30.21776750771131,30.45262946672448,2716812
2011-01-05,30.349130630493164,30.55613060472626,29.974943509020452,30.412823864737366,3626844
2011-01-06,30.39291763305664,30.595936011955356,30.193880840388214,30.253592485600826,2171900
2011-01-07,30.31330680847168,30.52428534140686,30.18592337139417,30.404862040432636,1878470
2011-01-10,29.811737060546875,30.31729232486712,29.767948713651073,30.31331073776902,2686206
2011-01-11,30.747201919555664,30.866625206246447,29.87542286013018,29.93513146641523,5148682
2011-01-12,31.08954429626465,31.08954429626465,30.691470737958927,30.767105685896286,3838564
2011-01-13,32.164344787597656,32.31163006073463,30.751182438078683,31.137314276305233,12211181
2011-01-14,31.989192962646484,32.53057327154918,31.825981337920354,32.474843213608644,6436451
2011-01-17,32.53057098388672,32.54649429033,31.57121227083503,31.849865578002234,3730961
2011-01-18,32.3116340637207,32.626112578792174,32.10861871012796,32.56242238072208,3145145
2011-01-19,32.299686431884766,32.59824158355025,32.192207913591616,32.228033074002646,3227986
2011-01-20,32.044921875,32.35940035474226,31.905596735129446,32.1922101868976,4066915
2011-01-21,31.949386596679688,32.427073681077594,31.865791508763078,31.95336514582304,5172839
2011-01-24,32.220069885253906,32.32356680800357,31.84587982544579,31.84587982544579,2739242
2011-01-25,32.29570388793945,32.53056884621909,32.13249532247595,32.48279893002832,3407626
2011-01-26,32.74155044555664,32.984375561126804,31.981228485019837,32.3952253535811,6240878
2011-01-27,33.25107955932617,33.430214459741954,32.49076074010048,32.952524429026376,5862420
2011-01-28,33.5576057434082,33.97956278815973,33.10380208171604,33.23914564812293,5430847
2011-01-31,33.61332702636719,33.82032390830277,33.36652036512189,33.72478711949094,4639805
2011-02-01,33.876060485839844,33.91188868671396,33.44614029771255,33.83227214980501,4640653
2011-02-02,34.242286682128906,34.497056557505445,33.87207814565992,33.963636401801836,4325395
2011-02-03,34.130828857421875,34.385595712812425,33.987522121632125,34.16267547361081,3892305
2011-02-04,34.40151596069336,34.41345768143681,34.019365711602006,34.11490251460979,2787737
2011-02-07,34.67219924926758,34.72395074501062,34.290049075684735,34.54083427292546,3935678
2011-02-08,34.56074905395508,34.77172757128481,34.34977053662535,34.66026745171895,3017475
2011-02-09,34.45327377319336,34.572694039547436,34.32190874684919,34.5607523166181,2683795
2011-02-10,34.79163360595703,34.79163360595703,34.174618304774164,34.40152013763008,3046008
2011-02-11,35.321075439453125,35.559919016216405,34.716001805454574,34.7916367689696,5574330
2011-02-14,35.56388854980469,35.862443704334524,35.245431540542256,35.42058486972565,3104945
2011-02-15,34.90707015991211,35.464370693695116,34.83143521444436,35.43650566700597,6738738
2011-02-16,35.38874816894531,35.42457333973354,34.97475120760267,35.026499688872654,3434221
2011-02-17,35.4365119934082,35.82662547376253,35.233496635740565,35.51214695237889,3138332
2011-02-18,35.221553802490234,35.631569128497354,35.00261210556383,35.631569128497354,4180893
2011-02-21,34.4851188659668,35.22951767746533,34.4851188659668,35.010575957300794,2830018
2011-02-22,34.80755615234375,35.02649480756932,34.16665742080869,34.55278929426205,4613958
2011-02-23,34.32986831665039,34.94688364567798,34.246273220463685,34.56871188247823,3345359
2011-02-24,34.138790130615234,34.52094039243932,33.87606011726475,34.166655158965106,3254412
2011-02-25,34.49706268310547,34.53288785248312,34.098989047918344,34.36967620426721,4159375
2011-02-28,34.80755615234375,35.38874323715892,34.33782918830676,34.55278929426205,4865714
2011-03-01,34.78765106201172,35.404666346211286,34.62444246809356,34.94289952037359,3355851
2011-03-02,34.763771057128906,34.84338456880919,34.361715837903645,34.71201954118201,2726210
2011-03-03,35.11008834838867,35.41262511790437,34.82347792349316,34.99066809728063,2594661
2011-03-04,35.070281982421875,35.595738989413704,34.95484027914316,35.28524208124495,2526319
2011-03-07,34.8433837890625,35.24145741267717,34.80755862072633,35.03047887809112,1892552
2011-03-08,34.528892517089844,35.12600273211405,33.919840583694686,34.99861934105794,3764357
2011-03-09,34.011409759521484,34.775710351698,33.979563142248985,34.70405698136517,3252890
2011-03-10,34.35375213623047,34.68813249505768,33.64916017903524,33.97159881605583,5745644
2011-03-11,33.69692611694336,34.27014995527142,33.565561118490216,34.162671434666194,4265549
2011-03-14,33.29088592529297,34.3855880573179,33.2072908542037,33.68895942784749,3974712
2011-03-15,32.172306060791016,32.76543483441297,31.69461898783084,32.64203299859467,9960641
2011-03-16,31.523452758789062,32.33154176809189,31.33635766066262,32.30765832137307,8972038
2011-03-17,31.909576416015625,32.30366837013786,31.51150287611759,31.829959885799965,5912552
2011-03-18,32.423091888427734,32.88485869919121,32.18822993392798,32.43503664696298,12923590
2011-03-21,32.80524444580078,32.91272297367047,32.542514431136595,32.72164632327285,4419178
2011-03-22,32.550479888916016,32.9047682191554,32.41911789716389,32.65397988468326,2547817
2011-03-23,32.646018981933594,32.70970918294549,32.180270530444396,32.41115396286663,2258905
2011-03-24,33.561580657958984,33.58944568549908,32.482801681677856,32.586301656995445,3584692
2011-03-25,34.19054412841797,34.632406104439475,34.08306558371095,34.60055948487413,5250603
2011-03-28,34.158687591552734,34.329859325694116,33.868095624303834,34.154709043057764,2417374
2011-03-29,34.194515228271484,34.41345383725178,33.681000034244455,34.41345383725178,2753831
2011-03-30,34.62443923950195,34.64832268100428,34.25423071091478,34.48511106524447,3202817
2011-03-31,34.3935546875,34.68016812409702,34.32190132835075,34.6483215117951,2966951
2011-04-01,34.835418701171875,34.97474384222031,34.37763349167532,34.632400331609695,2661672
2011-04-04,34.86726379394531,35.05834045073178,34.568708605695505,34.70803678986042,2152016
2011-04-05,35.18572235107422,35.18572235107422,34.660265364013455,34.719977006487234,3038270
2011-04-06,34.887168884277344,35.356895837915694,34.887168884277344,35.26135902751514,2965872
2011-04-07,34.86726379394531,35.17378215463562,34.819496907544014,34.87124538016556,2422908
2011-04-08,35.18174362182617,35.253396991200994,34.97076510007268,35.070283499923235,2286803
2011-04-11,35.26932144165039,35.34097481334536,34.86328769341933,35.006594436809266,2556650
2011-04-12,34.63239669799805,35.06629538274739,34.59258995288361,34.95085673303351,2781489
2011-04-13,35.070281982421875,35.20960712877191,34.568708418501366,34.70803660191181,2184746
2011-04-14,35.03047561645508,35.18572407224499,34.668227194905,34.86726398818031,2194726
2011-04-15,35.36087417602539,35.5798128062932,34.668224012329716,34.9508589054477,5319000
2011-04-18,34.859310150146484,35.40069056862142,34.66425490787656,35.13398194634566,3440046
2011-04-19,35.241451263427734,35.400681292501844,35.114067847580486,35.34893282380334,3548640
2011-04-20,35.802734375,35.985847834940664,35.53602280087814,35.619620915059336,3807065
2011-04-21,36.50333786010742,36.535184468238334,35.918172380265396,35.99380427825167,3878943
2011-04-26,36.543155670166016,36.61480903567851,36.184888842603534,36.304309093750774,2038783
2011-04-27,36.36800003051758,36.74219014204737,36.31226997608466,36.622766861371,3455208
2011-04-28,34.30598068237305,34.7040542558343,33.87606049414041,34.51297760426635,15162137
2011-04-29,34.63239669799805,34.70006846839859,34.34578327387812,34.43335993536587,4639226
2011-05-02,34.96280288696289,35.36087646271228,34.87920780050276,34.97474460830571,3973405
2011-05-03,34.82745361328125,35.30514368967654,34.77968673158381,35.03843210627195,3184727
2011-05-04,34.3935546875,35.15387357458254,34.35374794065266,35.03047174823776,4479159
2011-05-05,34.210445404052734,34.60851899530469,33.947715376037415,34.2741355993816,3911477
2011-05-06,34.54482650756836,34.71599827697892,34.11092774153958,34.302001368705454,4195738
2011-05-09,34.78367233276367,35.06630424266446,34.52890545518942,34.915037358186225,3650183
2011-05-10,35.23747634887695,35.41661130439779,34.859307615656476,34.91105609415231,3544726
2011-05-11,35.520111083984375,36.01770311788101,35.444476122972645,35.58778287169974,4373364
2011-05-12,35.47233963012695,35.48826293897425,35.038437815954666,35.33301447403883,3158624
2011-05-13,35.41660690307617,35.89031543519631,35.273300171292945,35.78681545400611,2895711
2011-05-16,35.34893035888672,35.68331066327149,35.118046984682,35.28921872251516,3201715
2011-05-17,34.71200942993164,35.21358291118447,34.62443580741694,34.87920261505585,4251357
2011-05-18,34.83143997192383,35.05436021588477,34.51696146373005,34.95086326665179,2773424
2011-05-19,35.10213088989258,35.428551127109365,34.891152363492296,35.110091025749306,2920081
2011-05-20,34.71200942993164,35.329024595436465,34.52491742827486,35.18969947204954,4633751
2011-05-23,34.17461395263672,34.481132289514335,33.96363545526028,34.29005564757217,3666362
2011-05-24,34.214420318603516,34.57666870594933,34.095000076150505,34.34578531865596,7002134
2011-05-25,34.31792449951172,34.361712838231526,33.60537239505185,33.78450733628575,12281165
2011-05-26,34.124149322509766,34.58435883347288,34.0999287419111,34.40269831912007,2870394
2011-05-27,34.16856002807617,34.45921935117739,33.83349424839383,34.390592310981766,2661324
2011-05-30,34.354248046875,34.53994631870417,34.21295621830181,34.21295621830181,1387091
2011-05-31,34.85483932495117,35.0284273743174,34.53592468256237,34.62877231365824,6782186
2011-06-01,34.62876892089844,35.03649952340318,34.51169763582552,35.03649952340318,2738911
2011-06-02,33.91019058227539,34.33810390642611,33.91019058227539,34.325993616864295,2702947
2011-06-03,34.04341125488281,34.31388466541491,33.73660389431715,33.978818934792635,2371607
2011-06-06,33.96670913696289,34.14029714980649,33.67604985220789,33.86982373535502,1965871
2011-06-07,34.063594818115234,34.32195794447742,33.817341982062,33.96670941571227,2050446
2011-06-08,33.68816375732422,33.94652690928978,33.377321648842184,33.80523504179794,3112203
2011-06-09,34.08781433105469,34.200847800093456,33.478237460245886,33.607419007708906,2739299
2011-06-10,33.70834732055664,34.17663242637102,33.534759300978074,33.9101937116977,3288533
2011-06-13,33.821380615234375,33.999006424010474,33.6074239346258,33.78504974340189,1295612
2011-06-14,34.54399108886719,34.74987526921169,34.12818801792564,34.18066697059203,3390759
2011-06-15,34.07973861694336,34.48746912573115,33.797154945465294,34.386545945927416,3401005
2011-06-16,34.019187927246094,34.031301297329854,33.6033848723801,33.6033848723801,4455636
2011-06-17,34.176631927490234,34.62876586589018,33.61549613477208,33.789084151816766,8608986
2011-06-20,34.1806640625,34.1806640625,33.466129257294405,33.86982200326917,2415445
2011-06-21,34.75794982910156,34.83869023790862,34.31792615084686,34.3704051066227,3011535
2011-06-22,34.1847038269043,34.87905588287679,34.1847038269043,34.757946820116416,3322790
2011-06-23,33.304656982421875,34.13222847880626,33.304656982421875,34.071673941033694,5533186
2011-06-24,33.17143630981445,33.768903003094586,33.02207194644313,33.50650206969499,4141677
2011-06-27,33.17547607421875,33.43787702323217,33.03014641260921,33.05033228558401,2328326
2011-06-28,33.159324645996094,33.57109300565227,33.04629116057878,33.32080237370574,2803616
2011-06-29,33.36924362182617,33.720454337154706,33.27639293574674,33.38538862121013,3320557
2011-06-30,33.70834732055664,33.72853319164335,33.21987942358706,33.50650092941559,3674340
2011-07-01,33.74871826171875,33.7971625076392,33.3611735341503,33.700277095730016,3174012
2011-07-04,33.91019058227539,33.99496568913933,33.63971718229073,33.74871286827831,1354205
2011-07-05,33.934417724609375,34.17663588241769,33.82945980815304,33.82945980815304,2176811
2011-07-06,33.98284912109375,34.13625122708708,33.86577787707358,34.00706969574252,2279296
2011-07-07,35.16163635253906,35.2302633778177,34.20892125831771,34.38654704603288,5156909
2011-07-08,34.74987030029297,35.4765153530081,34.67316769742169,35.36348188347004,3403612
2011-07-11,34.334075927734375,34.85887475119786,34.17663597270215,34.572253215628116,3361919
2011-07-12,33.84963607788086,33.94652147437344,33.42576054326881,33.79715712976638,4161733
2011-07-13,33.9505615234375,34.06359500685583,33.50650009003774,33.61953357345607,2564978
2011-07-14,32.989768981933594,33.292538516525596,32.703147525444884,32.99784148101975,5072767
2011-07-15,32.94132614135742,33.316760503333214,32.666814961848985,32.82829266978297,5748862
2011-07-18,32.60222244262695,32.75966234502268,32.21871253992313,32.49726148105287,3457698
2011-07-19,33.18354415893555,33.4419072829812,32.795999472867074,32.795999472867074,3217172
2011-07-20,33.27235412597656,33.61549233109427,33.02610131384866,33.48227607070745,2304954
2011-07-21,33.52265167236328,33.700277496250926,32.6870076698773,33.12299664854783,3943457
2011-07-22,34.035335540771484,34.08781757062076,32.98169719292078,33.910191771004136,2811025
2011-07-25,33.91019058227539,34.007075978701145,33.64778968202154,33.74871286827831,1809096
2011-07-26,35.113197326660156,35.492666423537045,33.4459442706311,34.13222380485723,5030673
2011-07-27,35.537078857421875,36.08206355465583,35.48459989899834,36.04977046943541,8192758
2011-07-28,35.48460006713867,35.60570606713572,35.153572072589135,35.28275365387842,3092285
2011-07-29,35.238346099853516,35.35945209608141,34.36636814334027,35.05668248561405,4945022
2011-08-01,34.52783966064453,35.819658280390776,34.52783966064453,35.617811909798974,3927784
2011-08-02,33.9505615234375,34.65298608463098,33.8577139106002,34.233148311914746,3732047
2011-08-03,33.52265167236328,33.894048322372214,32.9736291984667,33.692201915202354,5106651
2011-08-04,32.48515701293945,33.946522838514404,32.279272842179445,33.84559964813243,6405834
2011-08-05,31.710065841674805,32.5820405552851,30.749275152872876,31.48399581375785,8321653
2011-08-08,29.909597396850586,31.774659199424118,29.897487105913676,31.302339373295172,8193528
2011-08-09,30.19622230529785,30.381920621451105,27.72158350019131,29.832898173723393,11205570
2011-08-10,28.621814727783203,31.104525594651662,28.331155473915334,30.680647002772513,10233547
2011-08-11,29.263681411743164,29.707742742253586,28.157564334668677,29.029541998883225,8948492
2011-08-12,30.06300163269043,30.09126000391768,27.947652341008084,28.391713780264055,5679764
2011-08-15,29.865196228027344,30.394032837521394,29.768307733516654,30.1477799705207,3147468
2011-08-16,30.02666664123535,30.115479541996972,28.944769911826366,29.44131336611573,3053543
2011-08-17,29.380762100219727,29.85308194682645,29.324245353442773,29.59068408533274,3777040
2011-08-18,27.66103172302246,29.227361895337477,27.253304176869783,28.96092314563906,6433549
2011-08-19,27.66103172302246,28.03646618309538,26.546841715007012,27.895174306709208,8832380
2011-08-22,27.79020881652832,28.448230002976107,27.289630643963296,27.29770622412724,4178600
2011-08-23,28.45630645751953,28.75504136646961,28.036465548664033,28.21812916841992,4923638
2011-08-24,29.360584259033203,29.618947453563585,28.480533665185266,28.682380103407894,5515865
2011-08-25,29.04568862915039,29.703709703483785,28.533000253623307,29.364606232797513,4689952
2011-08-26,29.352500915527344,29.542237010076867,28.670259149150898,28.876143324080317,5819692
2011-08-29,29.994373321533203,30.216402491734,29.40497918116996,29.857116181470246,2552914
2011-08-30,29.986297607421875,30.26484659635404,29.61086321883426,30.091258587008554,4322158
2011-08-31,30.68065071105957,31.128749934944558,29.99840893993295,30.01859481053122,6831226
2011-09-01,30.555505752563477,30.801758580644613,30.099330966151875,30.632205282014215,4046014
2011-09-02,29.87326431274414,30.648353674648032,29.598753112078427,30.426324504066173,4981242
2011-09-05,28.613746643066406,29.49783492515326,28.39978993624382,29.094142095697254,4499740
2011-09-06,28.896329879760742,29.138544931340054,28.367490244555754,28.73485215206404,4669548
2011-09-07,30.067035675048828,30.176031356215987,29.239464352370806,29.760228340016297,6161655
2011-09-08,30.022626876831055,30.256766299502633,29.586638026453617,30.075105818477454,3992564
2011-09-09,29.29598045349121,30.31328474877292,29.178909195553896,29.8894092423768,4913310
2011-09-12,28.738893508911133,29.02147725750213,28.18179543321478,28.456306680388266,5820056
2011-09-13,28.799440383911133,29.065879087244603,27.90727974263053,29.065879087244603,5561673
2011-09-14,29.13047218322754,29.22735758704915,28.302900760775966,28.432082325848597,5541449
2011-09-15,29.70775604248047,30.2365957826056,29.332324640003584,29.421134481921456,4279260
2011-09-16,30.06300163269043,30.430360458644667,29.711787807496215,29.962078438317185,10909842
2011-09-19,29.469573974609375,29.776381360561498,28.95688548117991,29.283875658881712,3428439
2011-09-20,30.155851364135742,30.30925660151051,29.300024586915182,29.36865162472406,3915555
2011-09-21,30.127592086791992,31.05608674432814,30.067040631678775,30.559543252878623,4617002
2011-09-22,29.29194450378418,29.69967503739226,28.912475418975326,29.40497797925623,5370616
2011-09-23,28.92458152770996,29.610857860984417,27.947645968130306,29.404973729029773,4650828
2011-09-26,29.388835906982422,29.816749272441566,28.71466661695883,28.734852488131306,4821218
2011-09-27,30.547433853149414,30.595878098585054,29.77638219620515,30.107410173519487,5574978
2011-09-28,30.939010620117188,31.467847111511183,30.301175366723278,30.54742817873066,5575936
2011-09-29,31.10856056213379,31.435553765410447,30.640278600301304,30.78560822843958,3878514
2011-09-30,30.934974670410156,31.011677279347758,30.478802966573134,30.68872184375592,3568569
2011-10-04,29.768306732177734,30.046855754645563,29.320207469917182,29.954005053845723,3973477
2011-10-05,30.886537551879883,30.90672034428781,29.99437681725272,30.48687945506355,5375835
2011-10-06,31.471893310546875,31.49207918443867,30.640287049061396,30.89865021923032,4975490
2011-10-07,31.762556076049805,32.09358411606221,31.30638422820718,31.69392902529983,3599756
2011-10-10,32.291378021240234,32.49322437005647,31.488030415332272,32.045125229289965,3663179
2011-10-11,32.420562744140625,32.69103921885558,32.04916616504069,32.1985335866038,3405410
2011-10-12,32.73544692993164,32.92114832405262,32.218720650459964,32.42056704587431,4402031
2011-10-13,32.7394905090332,32.937299149133835,32.46497923953489,32.53764407792951,3238523
2011-10-14,33.42172622680664,33.93845250170977,32.59012007063014,32.977664776807494,8809429
2011-10-17,33.47420120239258,33.990927415889374,33.27235483274969,33.776970756856905,3878571
2011-10-18,33.80927276611328,33.938454341843254,33.118958432062655,33.31676704616411,3420659
2011-10-19,33.78908157348633,34.21699797815959,33.44594335572538,34.03129968478227,3744317
2011-10-20,33.563018798828125,34.27755677220715,33.357134610574484,33.50650205380659,4587727
2011-10-21,34.176631927490234,34.19681471835083,33.215841148527424,33.59531334391149,5096996
2011-10-24,34.382511138916016,34.48343432747449,34.01515233412746,34.124148022600835,2852162
2011-10-25,34.58839416503906,34.75794437704108,34.15240526566429,34.21295979278821,3179286
2011-10-26,35.10108184814453,35.387706398471074,34.13625646415973,34.31388225198325,5644627
2011-10-27,35.278709411621094,35.52496223715954,34.879054448833806,35.52496223715954,7579494
2011-10-28,35.45634460449219,35.662225745375636,35.25046038367664,35.5491922374556,4126312
2011-10-31,35.22219467163086,35.60570157648406,35.060716945402135,35.448261640392204,4658601
2011-11-01,34.60050964355469,34.96787157125058,34.36233236906041,34.70950842471064,5589215
2011-11-02,35.27467346191406,35.436151187402245,34.51573215603047,34.923462719903554,3814866
2011-11-03,35.77524948120117,35.97709583852698,34.58435412502032,34.83868250640667,5879548
2011-11-04,35.58148193359375,36.21931727505076,35.460372865746436,35.9649888485577,4469891
2011-11-07,35.379638671875,35.60974345720595,34.95979776742467,35.09301713786149,4443542
2011-11-08,35.8358039855957,36.227386445046214,35.52496192393106,35.64607098064423,4406792
2011-11-09,35.282752990722656,36.19509962389193,35.03650012477904,35.973067341506116,5865914
2011-11-10,35.266597747802734,35.41999987907485,34.67720672142313,34.67720672142313,4705328
2011-11-11,35.803504943847656,35.90846282359316,35.18989034258887,35.40788476040996,3546959
2011-11-14,35.55726623535156,35.77122294865883,35.234310730025754,35.767185157860965,3236489
2011-11-15,35.637996673583984,35.85195334547754,35.036495318272245,35.33926489093626,6425530
2011-11-16,35.706626892089844,36.05784073651175,35.189900601398975,35.58148310979392,3279994
2011-11-17,35.625885009765625,35.74295627627332,35.09704849548194,35.44422450514442,4037206
2011-11-18,35.137420654296875,35.682405302377106,35.03245966698471,35.44422803570776,4329180
2011-11-21,34.59646224975586,35.0405266720424,34.25332407975055,34.86290090312778,4060943
2011-11-22,34.17258834838867,34.67720423339166,34.15240248101618,34.479395668851154,3518816
2011-11-23,33.86578369140625,34.60050435455776,33.781008585650056,33.950558797162444,5268098
2011-11-24,33.663936614990234,34.257365422759854,33.51053448587928,33.99092674174855,3233436
2011-11-25,33.73256301879883,33.9384471703398,33.300611927483345,33.77696946481612,3799142
